metres	180 502 241 513
d)	117 541 136 557
245	142 541 175 554
metres	182 543 242 554
19)	118 582 147 599
Who	153 583 200 596
is	206 583 221 596
to	227 584 245 596
the	251 583 282 596
south	288 583 341 596
of	347 583 368 596
the	371 583 402 596
person	408 586 474 599
who	479 583 520 596
is	526 583 541 596
to	547 584 565 596
the	572 583 602 596
north-east	608 583 708 596
of	714 583 735 596
Shama?	738 583 816 596
a)	117 625 134 641
Ariya	140 624 192 641
b)	117 666 135 682
Binoy	142 666 197 682
c)	118 708 135 724
Amita	140 708 197 721
d)	118 749 135 766
both	142 749 182 763
a	188 753 198 763
&c	204 750 232 763
CASELET	118 791 223 804
5	230 792 241 804

FRESHERS	781 132 840 140
NOW	843 132 876 140
16)	119 226 146 243
If	153 227 172 240
the	176 227 206 240
expenditure	212 227 329 244
of	335 227 355 240
C	360 227 375 240
is	381 227 396 240
growing	402 227 482 244
at	488 228 507 240
the	513 227 543 240
rate	549 228 588 240
of	594 227 615 240
10%	620 227 663 240
per	670 231 703 243
annum,	709 231 782 243
what	789 227 837 240
is	842 227 857 240
the	117 259 147 272
profit	153 259 209 275
percentage	215 260 321 275
in	327 259 346 272
2000	352 259 397 272
(Assume	404 259 487 275
profit	493 258 549 275
=25%)?	554 258 630 275
a)	118 301 134 317
404%	140 300 193 314
b)	118 342 135 359
304%	142 342 194 356
c)	117 383 134 400
379%	140 384 193 397
d)	118 426 135 442
275%	142 426 194 439
CASELET	118 467 224 480
4	229 467 241 480
On	118 509 145 522
a	151 512 161 522
playing	166 509 235 525
ground,	241 509 310 525
Ariya,	317 509 374 525
Amita,	380 509 443 524
Binoy,	449 509 510 525
Shama	517 508 579 522
and	584 509 617 522
Payal	623 509 673 525
are	680 512 707 522
standing	714 509 790 525
as	796 512 815 522
described	118 541 204 554
below	210 541 266 554
facing	273 541 329 557
the	335 541 362 554
North.	368 541 426 554
(i)	118 583 138 599
Amita	145 583 201 596
is	208 582 222 596
40	228 583 251 596
metres	257 584 317 596
to	323 585 341 596
the	346 583 374 596
right	380 583 424 599
of	430 583 451 596
Shama.	455 583 521 596
(ii)	118 624 144 641
Ariya	151 624 203 641
is	209 624 224 638
60	230 625 252 638
metres	258 626 319 638
to	324 626 342 638
the	348 625 376 638
south	382 625 431 638
of	438 624 458 638
Amita.	462 624 523 638
(iii)	118 666 151 682
Binoy	157 666 213 683
is	219 666 234 679
25	240 666 261 679
metres	268 668 329 679
to	335 668 353 679
the	358 666 386 679
west	392 668 434 679
of	440 666 460 679
Shama.	465 666 531 679
(iv)	118 707 149 725
Payal	156 707 206 724
is	212 707 227 721
90	233 708 255 721
metres	262 710 322 721
to	328 709 346 721
the	352 708 380 721
north	386 708 434 721
of	440 707 461 721
Ariya.	464 708 520 724
17)	119 750 146 766
Who	153 750 200 763
is	206 750 221 763
to	227 751 245 763
the	252 750 282 763
north-east	288 750 389 763
of	394 749 415 763
the	419 750 449 763
person	455 753 520 766
who	526 750 567 763
is	573 750 587 763
to	594 751 612 763
the	618 750 649 763
left	655 750 687 763
of	693 749 713 763
Amita	717 750 777 763
?	784 750 794 763
a)	118 791 134 807
Binoy	140 791 196 807
b)Shama	119 833 198 849

FRESHERS	781 132 840 140
NOW	844 132 876 140
Turf	267 247 298 258
Bros	165 262 199 273
18%	266 264 299 275
30%	165 280 198 291
Seel	313 321 344 332
22%	311 339 345 350
Fale	173 352 204 364
16%	171 371 204 381
Fin	245 370 267 380
14%	240 387 272 398
Product	118 441 189 453
share	194 441 242 453
of	248 440 269 453
sales	273 441 317 454
turnover	322 442 401 453
for	407 440 433 453
A	439 441 455 453
in	461 440 479 454
1990	486 441 530 454
14)	118 482 147 499
What	153 482 208 495
is	214 482 228 495
the	235 482 265 495
market	272 482 342 495
share	347 482 401 495
of	407 482 427 495
Bros	432 482 477 495
in	483 483 501 495
the	507 483 538 495
market	544 483 615 495
in	621 482 639 495
1999?	647 482 701 495
a)	117 524 135 541
7.5%	140 524 188 537
b)	117 565 135 582
12%	144 565 183 579
c)	118 608 134 624
9%	140 607 171 621
d)	118 649 136 666
cannot	142 651 203 662
be	208 649 230 662
determined	236 649 338 662
15)	119 691 147 707
Which	153 691 218 704
company	224 694 313 707
has	319 691 351 704
the	357 691 387 703
highest	394 691 464 707
profit	469 691 525 707
percentage	531 692 637 708
in	643 691 662 703
2000?	668 690 724 704
a)A	118 732 151 749
b)	117 774 136 790
B	142 774 157 787
c)	117 816 134 832
C	140 816 155 828
d)	118 857 136 874
cannot	142 859 203 870
be	208 857 230 870
determined	236 857 338 870

FRESHERS	782 132 840 140
NOW	844 131 876 140
c)	117 227 134 243
C	141 227 156 239
d)	118 268 135 285
Others	142 268 202 282
12)	118 310 147 326
If	153 310 171 323
each	176 310 220 323
company	226 314 315 327
increases	320 310 409 323
its	415 310 437 323
sales	443 310 489 323
value	495 310 547 323
by	553 310 576 326
10%,	584 310 633 326
then	640 310 683 323
what	688 310 737 323
is	743 310 757 323
the	763 310 792 324
percentage	118 343 224 359
growth	230 342 299 359
of	305 342 326 355
the	330 342 360 355
detergent	367 342 458 359
market?	465 342 546 355
a)	117 383 134 400
10%	142 383 182 397
b)	117 425 135 442
20%	142 426 183 439
c)	118 467 134 484
30%	140 467 182 481
d)	118 508 135 525
8%	143 508 172 522
13)	118 551 147 567
If	153 551 171 564
the	176 551 206 564
total	211 551 256 564
sales	262 551 307 564
of	314 551 334 564
the	338 551 369 564
market	375 551 446 563
is	451 551 466 564
doubled	472 551 550 564
for	557 551 586 564
1999	593 550 636 564
and	644 551 678 563
2000,	685 550 735 566
what	742 551 791 563
would	796 551 856 564
be	118 583 140 596
the	146 583 176 596
ratio	182 583 228 596
of	235 583 255 596
sales	259 583 305 596
of	311 583 331 596
D	335 583 352 596
for	358 583 387 596
2000	392 583 437 596
to	444 584 462 596
1999?	470 583 524 596
a)	117 624 134 641
2:1	140 624 167 638
b)	117 666 135 682
3:4	142 666 171 679
c)	117 708 134 724
15:8	142 708 180 721
d)	118 749 136 766
10:3	144 750 181 763
Additional	117 791 221 804
data	227 791 270 804
for	275 791 305 804
questions	311 791 402 808
14	409 791 431 804
to	437 792 455 804
16	462 791 484 804

FRESHERS	782 132 840 140
NOW	844 132 876 140
b)	116 227 135 243
8	143 227 153 240
c)	117 268 134 284
4	140 268 152 281
d)	118 310 136 326
10	144 310 164 323
CASELET	117 352 224 365
3	230 352 240 365
The	117 393 152 406
two	158 395 192 406
pie	198 393 226 410
charts	232 393 287 406
below	292 393 348 406
show	354 393 402 406
the	408 393 436 406
percentage	442 395 541 410
market	546 393 610 406
share	616 393 663 406
on	670 397 693 406
value	698 393 748 406
basis	753 393 799 406
of	805 393 826 406
the	830 393 858 406
companies	117 426 215 442
A	220 426 237 438
to	242 427 261 438
D	266 426 282 438
and	289 426 321 439
others	328 426 383 439
in	389 425 406 438
a	412 430 422 439
sectorial	429 425 505 439
market	511 425 575 438
for	581 425 608 439
1999	615 425 658 439
and	665 426 698 439
2000	703 426 749 438
Other	537 466 576 475
Othe	124 473 163 485
$	553 483 560 491
rs	136 496 152 504
D	196 500 207 512
10%	543 497 571 506
A	727 505 738 514
5%	131 511 155 522
15%	185 519 218 531
A	325 516 338 527
D	570 524 581 533
30%	719 520 748 530
40%	315 534 349 546
20%	560 539 589 549
C	171 567 183 578
20%	160 586 194 597
C	601 597 611 607
B	250 611 260 622
15%	592 612 620 622
8	696 611 704 620
20%	238 629 272 641
25%	686 626 715 636
FIGURE	117 700 199 713
1:	208 700 221 713
YEAR	230 700 291 713
1999	299 700 342 713
FIGURE	348 700 430 714
2	437 700 448 713
:	455 704 459 713
YEAR	466 700 528 713
2000	534 700 579 713
Market	117 742 183 755
size	189 742 225 755
1999=	233 742 289 755
150	297 742 329 755
crore	335 746 381 755
Market	388 742 453 755
size	459 742 495 755
2000=	501 742 559 755
375	564 742 598 755
crore	605 746 652 755
11)	118 783 147 800
Which	153 784 218 797
company	224 787 313 800
had	319 784 355 797
the	361 784 392 797
minimum	398 784 492 797
growth	498 784 567 800
in	574 784 593 797
sales	599 784 644 797
in	650 784 669 797
these	675 784 724 797
two	730 785 765 797
years?	772 784 833 800
a)	118 825 135 841
B	140 825 154 838
b)	118 867 136 883
A	142 867 159 880

FRESHERS	781 132 840 140
NOW	844 132 876 140
b)	117 227 136 243
Chetan	142 227 206 240
c)	117 268 134 285
Dilip	141 268 187 285
d)	117 310 136 327
Ehsaan	142 310 208 323
8)	118 352 136 368
Which	142 352 206 365
of	212 352 233 365
the	237 352 268 365
following	274 352 363 369
pairs	369 352 418 368
are	425 355 456 365
the	462 352 492 365
least	498 352 543 365
dissimilar	549 352 645 365
among	651 355 717 368
the	722 352 753 365
five?	759 352 804 365
a)	117 393 134 410
Dilip-Ehsaan	141 393 261 410
b)	117 434 136 451
Amit-	142 435 195 448
Chetan	202 435 267 448
c)	117 477 134 493
Chetan-Ehsaan	140 477 279 490
d)	117 518 136 535
Amit-	142 518 195 531
Ehsaan	200 518 268 531
9)	117 560 136 576
For	142 560 177 573
the	183 560 214 573
person	219 563 285 577
who's	291 560 348 573
second	354 560 419 573
preference	425 560 530 577
is	536 560 551 573
Rose,	557 560 609 575
what	615 560 664 573
is	669 560 684 573
the	690 560 721 573
level	726 560 770 573
of	777 560 797 573
dissimilarity	118 592 239 609
with	245 592 287 605
the	294 592 324 605
one	330 596 364 605
who's	370 592 427 605
fourth	433 592 495 605
preference	501 592 604 609
is	610 593 626 605
orchid?	632 592 705 605
a)	117 634 134 650
8	141 634 151 647
b)	117 675 136 692
6	142 675 153 689
c)	117 717 134 734
10	142 717 163 730
d)	118 758 136 775
12	144 758 164 772
10)	118 800 147 817
What	153 801 208 814
is	214 801 228 814
the	235 801 265 814
level	271 801 315 814
of	321 800 342 814
dissimilarity	346 801 467 817
between	474 801 553 814
Amit	559 801 609 814
and	615 801 651 814
Ehsaan?	657 800 739 813
a)	117 843 135 859
6	141 842 151 855

FRESHERS	781 132 839 140
NOW	843 132 876 140
Each	118 227 163 240
of	169 227 190 240
these	193 227 240 240
boys	246 227 289 243
has	295 227 325 240
a	331 231 341 240
preference	346 227 443 244
from	449 227 493 240
1	501 227 508 240
to	516 228 534 240
5	540 227 550 240
(1	557 227 574 243
being	581 226 632 243
first	638 226 675 240
preference,	681 226 782 244
it	788 226 801 240
is	807 226 822 240
given	828 227 878 243
the	117 259 145 272
first	151 258 188 272
rank)	193 258 241 275
of	247 258 268 272
flowers	273 258 340 272
among	346 262 408 275
orchid,	414 258 477 274
rose,	483 262 527 274
carnation,	534 259 623 274
gerbera	630 259 698 275
and	704 258 737 272
daffodil.	743 258 820 272
There	117 301 170 313
is	177 300 191 313
a	197 304 207 313
level	213 300 257 313
of	263 300 284 314
dissimilarity	288 300 402 317
between	408 301 484 314
the	489 301 517 313
five	523 300 558 313
boys	564 300 607 317
and	614 300 646 314
this	652 300 684 314
is	691 300 706 314
measured	712 301 799 314
as	805 304 824 314
the	830 301 858 313
sum	117 337 155 346
of	161 332 182 346
the	185 333 213 346
differences	219 332 321 346
in	327 333 344 346
the	350 333 378 346
ranks	383 333 433 346
assigned	439 333 517 349
by	523 332 546 349
them	552 333 597 346
to	603 335 620 346
each	627 333 669 346
of	674 332 696 346
these	699 333 746 346
5	752 333 762 346
flowers.	770 332 842 346
The	117 365 153 378
greater	159 367 222 382
this	227 365 260 378
difference,	266 365 364 381
the	370 365 398 378
more	404 369 451 378
dissimilar	457 365 547 378
the	552 365 580 378
persons.	586 369 660 382
The	117 406 152 419
following	158 406 247 423
table	253 406 298 419
indicates	303 406 384 420
the	390 406 418 419
preferences	424 406 529 423
of	535 406 556 419
each	560 406 601 419
of	607 406 628 419
these	632 406 678 419
five	684 406 719 419
boys	725 406 769 423
AMIT	242 453 284 463
BHUVAN	300 453 368 463
CHETAN	385 453 447 463
DILIP	463 453 502 463
EHSAAN	520 453 583 463
ORCHID	134 471 194 481
2	243 471 252 481
5	300 471 309 481
1	385 471 393 481
4	462 471 472 481
1	520 471 528 481
ROSE	134 489 173 499
4	242 489 251 498
2	301 488 309 499
3	385 488 394 499
3	464 489 472 499
3	520 488 529 499
CARNATION	133 507 226 517
3	243 507 251 517
1	300 507 308 517
4	384 507 393 516
2	464 507 472 517
2	520 507 529 517
GERBERA	134 524 204 534
5	242 524 251 534
4	299 524 309 534
5	384 524 394 534
1	463 524 471 534
4	519 524 529 534
DAFFODIL	134 542 209 552
1	242 542 251 553
3	300 542 309 553
2	385 542 394 552
5	463 542 472 553
5	519 542 529 553
6)	118 589 136 606
The	142 589 180 603
pair	185 590 226 606
of	232 589 252 603
persons	257 593 331 606
who	337 590 377 603
are	384 593 416 603
the	421 590 452 603
most	457 591 504 603
dissimilar	511 590 606 603
among	612 593 678 606
the	684 589 714 603
following	720 589 810 606
is:	816 590 837 603
a)	117 631 134 647
Amit-	140 631 195 644
Bhuvan	201 631 272 644
b)	117 672 135 689
Bhuvan-	142 672 220 686
Dilip	226 672 273 689
c)	117 714 135 731
Dilip-	140 714 195 731
Ehsaan	201 714 267 728
d)	117 756 135 773
Chetan-	142 756 213 769
Ehsaan	220 756 286 769
7)	117 798 135 814
Who	142 798 188 811
among	195 801 261 814
the	266 798 297 811
following	303 798 392 815
is	398 798 414 811
most	419 799 466 811
similar	472 798 541 811
to	546 799 565 811
Amit?	570 798 631 811
a)	117 840 134 856
Bhuvan	140 839 212 853

FRESHERS	781 132 840 140
NOW	843 132 876 140
4)	116 226 136 244
If	142 227 160 239
Mr.	164 227 201 240
X	207 227 224 240
painted	230 227 302 243
as	310 231 329 240
many	335 230 389 243
different	395 227 480 240
types	486 228 536 243
of	543 227 563 240
colours	568 227 638 240
as	645 231 664 240
possible,	670 227 753 243
then	759 227 802 240
it	808 227 822 240
must	828 228 876 240
be	117 259 140 272
true	145 260 186 272
that	192 259 231 272
he	237 259 260 272
did	266 258 297 272
not	303 261 336 272
paint	341 259 392 275
one	398 262 431 272
of	438 258 458 272
the	462 259 492 272
following	498 259 588 275
types	594 260 644 275
of	651 258 672 272
colours.	676 259 751 272
a)	118 301 134 317
blue	140 300 180 314
b)	117 342 136 359
hazy	142 342 185 359
grey	190 346 233 358
c)	117 383 134 400
teal	140 384 173 397
d)	118 425 135 442
jumping	140 425 218 443
yellow	224 425 286 442
5)	117 467 135 484
If	142 467 160 480
Mr.	164 467 201 480
X	207 467 224 480
painted	230 467 302 484
at	309 469 328 480
least	334 467 378 480
one	384 471 418 480
room,	424 471 481 483
find	487 467 526 480
out	533 468 564 480
which	569 467 628 480
one	634 471 668 480
of	674 467 695 480
the	699 467 729 480
following	735 467 825 484
are	831 471 862 480
the	117 500 147 513
minimum	153 499 248 513
and	255 500 291 513
the	297 500 327 513
maximum	334 500 431 513
numbers	438 500 524 513
of	530 499 551 513
the	554 500 585 513
types	591 501 641 516
of	648 499 668 513
colours	672 500 743 513
that	749 500 788 513
he	794 500 817 513
could	823 500 875 513
paint	117 531 168 548
?	174 531 184 544
a)	117 573 134 590
1,4	142 573 174 588
b)	117 615 135 631
1,5	145 615 175 631
c)	117 656 134 673
1,6	142 656 175 672
d)	117 698 136 715
2,	142 698 161 714
5	165 698 175 711
CASELET	118 740 223 753
2	230 740 241 753
It's	117 782 147 795
Valentine's	153 781 258 795
Day	265 782 302 798
and	308 781 341 794
five	347 781 382 794
boys	388 781 431 798
Amit,	436 781 489 797
Bhuvan,	495 781 572 797
Chetan,	578 782 647 797
Dilip	654 781 701 798
and	707 781 740 794
Ehsaan	746 781 811 795
are	817 785 845 794
buying	117 813 180 830
flowers	186 813 255 827
for	260 813 288 827
their	293 813 335 827
respective	340 814 433 830
girlfriends.	440 813 539 830

FRESHERS	781 132 840 140
NOW	843 132 876 140
a)	117 227 135 243
one	140 231 173 240
blue,	179 227 223 242
one	230 231 263 240
Terry	268 227 319 243
cherry,	325 227 389 243
one	395 231 428 240
violet	434 227 486 240
latte,	492 227 536 242
two	542 229 576 240
happy	582 227 638 243
pink	643 227 684 243
b)	117 268 135 285
one	142 272 174 281
blue,	180 268 225 284
one	232 272 264 281
teal,	270 268 308 284
one	314 272 347 281
Terry	353 268 404 285
cherry,	410 268 473 284
three	480 268 525 281
happy	531 268 586 285
pink	592 268 633 285
c)	118 310 134 326
two	140 312 174 323
blue,	180 310 224 325
one	232 314 264 323
teal,	270 310 308 326
three	314 310 360 323
Terry	366 310 416 326
Cherry	423 310 485 326
d)	118 352 135 368
one	142 356 174 365
jacket,	179 352 240 368
one	247 356 280 365
Terry	285 352 336 368
cherry,	342 352 405 368
two	411 354 445 365
violet	451 352 504 365
latte	509 352 548 365
and	554 352 587 365
one	593 356 626 365
happy	632 352 687 368
pink	693 352 734 368
2)	117 393 135 409
If	142 393 160 406
Mr.	163 393 201 406
X	207 393 224 406
did	230 393 261 406
not	267 394 299 406
paint	304 393 355 410
any	362 397 397 410
room	402 397 454 406
happy	461 393 521 410
pink,	527 393 576 410
what	583 393 631 406
was	636 397 673 406
the	679 393 710 406
maximum	716 393 814 406
number	117 426 195 439
of	201 425 221 438
the	225 426 256 438
different	261 425 346 439
types	352 427 402 442
of	409 426 429 439
colours	434 426 504 439
that	510 426 550 438
he	555 425 578 438
could	584 426 636 438
paint	642 426 694 442
?	700 426 709 438
a)	118 467 134 484
two	140 469 174 481
b)	118 508 135 525
three	142 509 187 522
c)	118 551 134 567
four	141 550 179 563
d)	118 592 135 609
five	141 592 177 606
3)	117 634 135 650
Which	142 634 206 647
one	212 637 247 647
of	253 633 273 647
the	277 634 307 647
following	313 633 403 650
statements	409 635 513 647
must	519 635 567 647
be	573 634 595 647
false?	602 634 656 647
a)	117 676 134 692
Mr.	140 676 173 689
X	180 676 196 688
painted	202 676 269 692
exactly	275 676 340 692
four	347 675 385 688
rooms	391 679 448 688
with	454 675 494 688
colours,	500 676 572 691
one	579 679 611 688
of	617 675 638 689
which	642 675 698 688
was	704 679 738 688
a	745 679 755 688
hat.	761 676 793 688
b)	117 717 135 734
Mr.	142 717 174 730
X	181 717 198 730
painted	203 717 270 734
exactly	276 717 342 734
three	348 717 394 730
rooms	399 721 456 730
with	462 717 503 730
colours,	509 717 581 733
one	587 721 620 730
of	626 717 648 730
which	651 717 707 730
was	712 721 747 731
a	754 721 763 730
happy	769 717 826 734
pink.	831 717 876 734
c)	117 759 134 775
Mr.	140 759 173 772
X	180 759 196 772
painted	202 759 269 775
exactly	275 759 340 775
four	347 758 385 772
rooms	390 762 448 772
with	454 758 494 772
colours,	500 759 572 774
one	579 763 611 772
of	618 758 638 772
which	642 759 698 772
was	704 763 738 772
a	745 763 755 772
blue.	760 758 804 772
d)	118 801 136 817
None	142 801 191 813
of	197 800 218 813
these	222 801 268 813

FRESHERS	781 132 840 140
NOW	844 132 876 140
Data	375 228 436 245
Interpretation	444 228 623 249
CASELET	118 278 224 291
1:	231 278 247 291
Mr	118 320 146 333
X	151 320 167 333
has	173 320 203 333
built	209 319 251 333
a	257 323 267 333
mansion	272 320 350 333
with	355 320 397 333
10	404 320 425 333
rooms.	430 323 492 333
He	499 320 526 333
was	531 323 567 333
confused	573 319 655 333
about	662 320 712 333
the	718 320 746 333
colours	752 320 818 333
he	824 320 845 332
should	117 352 178 365
use	184 356 214 365
while	220 352 271 365
painting	276 352 351 368
each	358 352 398 365
room.	404 355 457 365
He	465 352 491 365
had	496 352 530 365
the	536 352 563 365
following	569 352 658 368
choice	664 352 723 365
of	729 352 750 365
colours:	754 352 826 365
blue,	833 352 878 367
hazy	117 383 160 400
grey,	166 387 212 400
jumping	216 383 294 400
yellow,	299 383 367 400
teal,	374 384 412 399
violet	418 383 470 397
latte,	476 383 520 399
Terry	527 384 577 400
Cherry	584 383 646 400
and	652 383 685 397
happy	690 383 747 401
pink.	753 383 798 400
It	804 383 819 397
was	824 387 859 397
also	117 416 153 429
known	159 416 222 429
that	227 416 262 429
he	267 416 289 429
could	295 416 346 429
paint	351 416 397 432
more	403 420 450 429
than	455 416 495 429
1	503 416 509 429
room	517 420 566 429
with	572 416 612 429
a	618 420 628 429
single	634 416 688 432
colour.	695 416 757 429
Finally,	764 416 834 433
he	840 416 861 429
set	118 450 143 461
up	148 452 171 465
an	177 452 198 461
algorithm	204 448 292 465
to	298 450 316 461
decide	322 448 381 461
the	387 448 416 461
colours	422 448 488 461
that	494 448 529 461
he	534 448 555 461
would	561 448 619 461
be	625 448 646 461
using.	651 448 706 465
(i)	118 490 138 507
If	144 490 162 503
he	166 490 187 503
painted	193 490 259 506
any	266 494 299 507
room	304 494 353 503
teal,	358 490 396 505
then	402 490 442 503
he	448 490 469 503
did	475 490 504 503
not	510 492 539 503
paint	545 490 591 507
any	596 494 629 507
